Name,Brand,cluster,Notes
Yawahada (Soft Skin),J-Scent,1,"['Pear', 'Green Note', 'Milk', 'Rice Powder', 'Rose', 'Jasmine', 'Musk', 'Sandalwood', 'Amber']"
Honey & Lemon,J-Scent,1,"['Lemon', 'Orange', 'Peach', 'Rose', 'Jasmine', 'Musk', 'Sandalwood', 'Honey Note']"
Roasted Green Tea,J-Scent,3,"['Coconut', 'Peanut', 'Jasmine', 'Mint', 'Winter Green', 'Iris', 'Cedarwood', 'Vanilla', 'Clover']"
Agarwood,J-Scent,3,"['Orange Peel', 'Cinnamon', 'Cedarwood', 'Vetiver', 'Sandalwood', 'Amber', 'Musk', 'Patchouli']"
Rakugan (Sugar Sweets),J-Scent,5,"['Apricot', 'Apple', 'Strawberry', 'Maple', 'Rose', 'Benzoin', 'Peach', 'Vanilla', 'Tonka Beans', 'Cedar Wood', 'Iris']"
Hanamizake (Cherry Blossom Sake),J-Scent,1,"['Ginjo-ka', 'Pear', 'Apple', 'Raspberry', 'Green Note', 'Cherry Blossom', 'Rose', 'Muguet', 'Musk', 'Cedarwood']"
Paper Soap,J-Scent,1,"['Aldehyde', 'Rose', 'Geranium', 'Muguet', 'Lavender', 'Musk', 'Jasmine']"
Hydrangea,J-Scent,1,"['Violet', 'Leaf Green', 'Hyacinth', 'Jasmine', 'Rose', 'Iris', 'Muguet', 'Cedarwood', 'Musk']"
Elixir Pour Femme,Roja Parfums,2,"['Bergamot', 'lily of the valley', 'geranium', 'rose de mai', 'jasmine', 'ylang ylang', 'heliotrope', 'violet', 'raspberry', 'peach', 'violet leaf', 'cinnamon', 'cedar', 'cashmere wood', 'sandalwood', 'vanilla', 'orris', 'cedar', 'ambrette', 'musk']"
Cuir Mauresque,Serge Lutens,3,"['amber', 'myrrh', 'burnt styrax', 'incense', 'cinnamon', 'aloe wood', 'cedar', 'civet', 'nutmeg', 'clove', 'cumin', 'musk', 'mandarin peel', 'orange blossom']"
Chene,Serge Lutens,3,"['cedar crystals', 'wood sap', 'black thyme', 'oak', 'immortelle', 'beeswax', 'silver birch', 'rum absolute and tonka bean']"
Fumerie Turque,Serge Lutens,5,"['Corinthian raisins', 'white honey', 'candied Turkish rose', 'Egyptian jasmine', 'smoked leather', 'beeswax', 'Balkan tobacco', 'Peru Balsam', 'patchouli', 'tonka bean', 'styrax', 'juniper tar oil.']"
Muscs Koublai Khan,Serge Lutens,1,"['Vegetal Musk', 'Roots of Costus', 'Labdanum Rockrose', 'Grey Amber', 'Vanilla', 'Patchouli', 'Ambrette Seeds', 'pure Moroccan Rose']"
Tubereuse Criminelle,Serge Lutens,1,"['tuberose', 'jasmine', 'orange blossom', 'hyacinth', 'nutmeg', 'clove', 'styrax', 'musk', 'vanilla.']"
Serge Noire Eau de,Serge Lutens,5,"['patchouli', 'cinnamon', 'amber and black woods']"
Louve Eau de,Serge Lutens,5,"['Almond', 'rose petals', 'fruity notes', 'jasmine petals', 'amber', 'musk and vanilla powder.']"
De Profundis,Serge Lutens,3,"['Chrysanthemum', 'violets', 'green notes', 'earthy notes', 'ash', 'musk']"
Molecule 04,Escentric Molecules,3,unknown
Escentric 04,Escentric Molecules,3,unknown
Sorong,"Pierre Guillaume Paris, Parfumerie Generale",3,"['Citrus', 'saffron', 'blackcurrant', 'kyara', 'olibanum', 'amber', 'animalic musks']"
Chronic,19-69,3,"['Petitgrain', 'bitter orange', 'bitter grapefruit', 'Russian clary sage', 'Virginian cedarwood', 'cannabis accord', 'amber', 'patchouli', 'vetiver', 'cashmere wood', 'moss', 'musk']"
Capri,19-69,2,"['Mandora', 'Bitter Orange', 'Sweet Orange', 'Chamomile', 'Cardamom', 'Pink Pepper', 'Sichuan Pepper', 'Juniper Berries', 'Mandarine Oil', 'Mandarine Leaves Oil', 'Grapefruit', 'Galbanum', 'Jasmine', 'Osmanthus', 'Ylang Ylang', 'Orris', 'Ambroxan', 'Angelica Seeds', 'White Musk']"
Chinese Tobacco,19-69,5,"['Bergamot', 'Tobacco', 'Red Pepper', 'Lemon', 'Ginger', 'Coriander', 'Incense', 'Cedarwood', 'Vanilla', 'Tar', 'Oud', 'Vetiver']"
Kasbah,19-69,5,"['Sweet Orange', 'Lime', 'White Honey', 'Geranium', 'Amber', 'Patchouli', 'Vanilla', 'Tonka Beans', 'Guaiac Wood', 'Leather Accord', 'Sandalwood']"
Rainbow Bar,19-69,3,"['Davana', 'Bergamot', 'Cypress', 'Wormwood', 'Cardamom', 'Marine accord', 'Basil', 'Elemi', 'Artemisia', 'Grape Seed', 'Bourbon', 'Nutmeg', 'Vetyver', 'Clove', 'Guaiac Wood', 'Cedarwood', 'Pimento Seeds']"
L'air Barbes,19-69,2,"['Aldehydes', 'Fresh Lemon', 'Bergamot', 'Concrete', 'Ylang Ylang', 'Tuberose', 'Ambroxan', 'Orris', 'Cumin Seeds', 'Ink', 'Leather', 'Dry Woods', 'White Musk']"
Gris Clair,Serge Lutens,3,"['lavender', 'amber', 'tonka bean', 'iris', 'dry wood', 'incense']"
Fleurs de Citronnier,Serge Lutens,1,"['Lemon blossom', 'neroli', 'tuberose', 'musk']"
L'Homme Aux Gants,Parfums MDCI,3,"['Nutmeg', 'cypriol', 'hedione', 'oud', 'cedar', 'patchouli', 'gaiac', 'gurjum', 'tonka bean', 'benzoin', 'vanilla', 'musks']"
Bleu Satin,Parfums MDCI,3,"['Bergamot', 'lemon', 'green notes', 'jasmine', 'cassis', 'watermelon', 'saffron', 'leather', 'woody notes']"
Cuir Cavalier,Parfums MDCI,4,"['Italian red tangerine', 'saffron', 'rose', 'iris', 'cypriol', 'white honey', 'oud', 'soft leather', 'cedar', 'tonka bean', 'vanilla', 'musks']"
Chameleon,Zoologist,2,"['Bergamot', 'Lemon', 'Madagascar Ylang Ylang', 'Mango', 'Pink Pepper', 'Star Fruit', 'Violet Leaves', 'Cashmeran', 'Clove', 'Coconut', 'Frangipani', 'Jasmine', 'Saffron', 'Salty Skin Accord', 'Sea Breeze', 'Amber', 'Woods', 'Musks', 'Opoponax', 'Patchouli', 'Sandalwood', 'Vanilla', 'Vetiver']"
Dodo,Zoologist,3,"['Fern', 'Lime', 'Lychee', 'Raspberry', 'Ambergris', 'Fir Balsam', 'Geranium', 'Rose', 'Amber', 'Feathery Musk', 'Oakmoss', 'Patchouli', 'Sandalwood']"
Santal Blanc,Serge Lutens,1,"['White sandalwood', 'fenugreek', 'pink pepper', 'cinnamon', 'rose', 'jasmine', 'orris root', 'musk', 'benzoin', 'copaiba balsam']"
City Of Jasmine,Alghabra Parfums,1,"['Apple', 'leather', 'jasmine', 'rose', 'vanilla', 'musk']"
Scent Of Paradise,Alghabra Parfums,1,"['Bergamot', 'fruity notes', 'iris', 'rose', 'lavender', 'amber', 'musk', 'sandalwood']"
From The Heart,Alghabra Parfums,2,"['Bergamot', 'bitter orange', 'damask rose', 'lily', 'peach', 'ylang ylang', 'amber']"
King Of Flowers,Alghabra Parfums,3,"['Bergamot', 'grapefruit', 'amber', 'vanilla', 'white flowers', 'lavender', 'sandalwood', 'leather', 'iris']"
Poem Of Damas,Alghabra Parfums,4,"['Rose', 'floral notes', 'fruity notes', 'amber', 'oud', 'oriental notes']"
Boha,Jeroboam,1,"['Bergamot', 'green almond', 'violet leaves', 'gardenia', 'Egyptian jasmine', 'orange blossom', 'ambery woods', 'enigmatic musks', 'oakmoss', 'Australian sandalwood']"
Patiala,Thameen,3,"['Citrus', 'aldehyde', 'orange flower', 'rose', 'moss', 'amber', 'musk']"
Escentric 02 - Travel Spray,Escentric Molecules,3,"['Ambroxan', 'vetiver', 'muscone', 'orris', 'elderflower']"
Molecule 04 - Travel Spray,Escentric Molecules,3,['Javanol']
Escentric 04 - Travel Spray,Escentric Molecules,3,"['Pink Grapefruit', 'Bergamot', 'Juniper Berry', 'Pink Pepper', 'Hedione', 'Freesia', 'Osmanthus', 'Orris', 'Rose', 'Javanol', 'Mastic', 'Labdanum', 'Iso E Super', 'Musk', 'Ambroxan', 'Castoreum', 'Vetiver']"
XJ Amber Gold & Rose Gold Collection,Xerjoff,5,"['Amber Gold: Tangerine', 'coriander', 'orange flower', 'tobacco flower', 'almond blossom', 'patchouli', 'musk', 'amberRose Gold: Bulgarian rose', 'Egyptian geranium', 'Indonesian patchouli', 'amber', 'musk', 'buddah wood']"
Aura,Essential Faith,5,unknown
Allende,Xerjoff,5,"['Vanilla Madagascar', 'magnolia', 'cocoa']"
Eau Rose Hair Mist,Diptyque,1,"['Bergamot', 'black currant', 'Centofilia and Damask rose', 'white musk', 'cedar']"
Aoud Exclusif,Mancera,4,"['Labdanum', 'spicy cumin', 'saffron', 'pepper', 'rose', 'violet', 'patchouli', 'oud', 'leather', 'vanilla', 'amber', 'white musk', 'sandalwood']"
Jardin Exclusif,Mancera,5,"['Sweet candy', 'lemon', 'orange', 'green apple', 'white peach', 'Williams pear', 'blackcurrant', 'jasmine', 'rose', 'violet', 'grey amber', 'white musk', 'sandalwood', 'vanilla']"
Vanille Exclusive,Mancera,5,"['Osmanthus', 'white peach', 'brown sugar', 'whipped cream', 'tuberose', 'jasmine', 'violet', 'vanilla', 'amber', 'white musk', 'sandalwood']"
Neroli,TOM FORD Private Blend,0,"['bergamot', 'lemon', 'mandarin', 'lavender', 'myrtle', 'rosemary', 'Bitter orange', 'Egyptian jasmine', 'neroli', 'orange blossom water', 'pittosporum', 'woody amber accord', 'ambrette seeds', 'angelica root Click Here For Ingredients Ã\x97Close Neroli Portofino Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Oud,TOM FORD Private Blend,0,"['Oud', 'Chinese pepper', 'pink pepper', 'cardamom', 'birch tar', 'cistus', 'incense', 'sandalwood', 'vetiver', 'patchouli', 'cedarwood Atlas', 'vanilla', 'tonka bean Click Here For Ingredients Ã\x97Close Oud Wood Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Soleil,TOM FORD Private Blend,0,"['Amber', 'coconut', 'beachy floral notes Click Here For Ingredients Ã\x97Close Soleil Blanc Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Tobacco,TOM FORD Private Blend,0,"['tobacco', 'tonka bean', 'vanilla', 'cocoa', 'dry fruit accord and sweet wood sap Click Here For Ingredients Ã\x97Close Tobacco Vanille Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Costa Azzurra Acqua,TOM FORD Private Blend,0,"['Lemon', 'juniper berries', 'myrtle oil', 'cypress oil', 'pine needles', 'labdanum', 'amber', 'lentisque Click Here For Ingredients Ã\x97Close Costa Azzurra Acqua by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Fabulous Body Spray,TOM FORD Private Blend,0,"['Lavender', 'clary sage', 'bitter almond', 'tonka bean', 'orris root', 'leather', 'cashmeran', 'amber', 'white woods Click Here For Ingredients Ã\x97Close Fabulous Body Spray by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Vanilla Shot,Olfactive Studio,5,"['Coriander', 'saffron', 'aldehydes', 'rose', 'dried fruits', 'opoponax', 'vanilla', 'caramel', 'myrrh', 'benzoin']"
Amber Kiso,D.S. and Durga,3,"['Japanese cedar', 'incense', 'cypress', 'maple', 'patchouli', 'iris', 'hinoki', 'leather', 'treemoss']"
Amber Teutonic,D.S. and Durga,3,"['Alpine cedar', 'cardamom', 'green mandarin', 'geranium', 'European larch', 'templin cone', 'pine', 'opoponax', 'musk']"
Each Other,The House Of Oud,3,"['Citrus blend', 'grapefruit', 'pink pepper', 'coriander', 'calamus', 'wormwood', 'labdanum', 'ambergris', 'vetiver']"
1900 L'Heure de Proust,Les Bains Guerbois,3,"['Bergamot', 'blueberry', 'grapefruit', 'violet', 'black tea', 'Tuscan leather', 'mate', 'gaiac', 'praline', 'vanilla', 'amber']"
Blanc Poudre,HEELEY,1,"['Cotton flower', 'rice powder', 'white musk', 'vanilla', 'sandalwood']"
Sweet Flowers,Montale,5,"['Bergamot', 'white peach', 'ginger', 'spicy pepper', 'cotton candy', 'patchouli', 'jasmine', 'tuberose', 'violet', 'vanilla', 'oakmoss', 'grey amber', 'white musk', 'sandalwood', 'cedar']"
Bakhoor,Montale,3,"['Oud', 'saffron', 'tanned leather', 'cedarwood', 'vetiver', 'sandalwood', 'grey amber', 'white musk', 'gaiac']"
Leather Patchouli,Montale,5,"['Leather', 'labdanum', 'oud', 'patchouli', 'cedar', 'sandalwood', 'saffron', 'ambergris', 'white musk', 'vanilla']"
Amber Musk,Montale,5,"['Sweet amber', 'powder', 'white musk', 'grey amber', 'cedar']"
Mefisto Gentiluomo,Xerjoff - Casamorati,3,"['bergamot', 'lavender', 'lemon', 'grapefruit', 'iris', 'rose', 'violet', 'amber', 'cedar wood', 'musk']"
Uden,Xerjoff,3,"['Bergamot', 'lemon', 'ginger', 'tobacco blossom', 'amber', 'musk']"
Colognise,Nishane,3,"['Bergamot', 'lemon', 'green tea', 'jasmine', 'grapefruit', 'muguet', 'vetiver', 'neroli', 'musk']"
Savile,Keiko Mecheri,3,"['Citrus notes', 'Lavandin of Luberon', 'orris', 'jasmine sambac', 'suede', 'Virginian tobacco', 'cedar wood', 'patchouli', 'amber', 'vanilla.']"
Mulholland,Keiko Mecheri,3,"['Citrus', 'petit grain', 'hint of patchouli', 'sandalwood', 'amber']"
Isles Lointaines,Keiko Mecheri,1,"['Sweet almond', 'gardenia', 'Tahitian tiare', 'tuberose', 'jasmine', 'rose absolute', 'vanilla', 'benzoin']"
Datura Blanche,Keiko Mecheri,5,"['white datura', 'Indian tuberose', 'heliotrope', 'bitter almond', 'tonka bean', 'vanilla madagascar']"
Sanguine,Keiko Mecheri,3,"['Mediterranean blood orange', 'orange rind', 'citrus', 'musk']"
Clair Obscur,Keiko Mecheri,1,"['Sicilian night blooming jasmine', 'absolute jasmine']"
Hanae,Keiko Mecheri,1,"['white petals', 'Japanese grapefruit (yuzu)', 'wildberries', 'crystalline musk']"
Loukhoum,Keiko Mecheri,5,"['Hawthorn blossom', 'bulgarian rose absolute', 'precious woods', 'vanilla', 'Comores flowers', 'white almond', 'musk.']"
Ume,Keiko Mecheri,3,"['Persimmon', 'peach tree leaves', 'hints of bergamot and mandarin', 'Japanese wisteria', 'peonies and camellia sasanka', 'South Sea jasmine and Chinese osmanthus', 'Hinoki wood', 'Cambodian mahogany and Mousse Poivree.']"
Irisistible,April Aromatics,1,"['Lemon', 'iris', 'jasmine', 'rose', 'tuberose', 'cassia', 'sandalwood']"
Kolonya,Rasei Fort,2,"['Bergamot', 'Neroli', 'Petitgrain', 'Clove', 'Nutmeg', 'White Pepper', 'Bitter Orange', 'Pink Grapefruit', 'Blood Orange', 'Rosewood', 'Orange Blossom', 'Rose', 'Coriander', 'Galbanum', 'Rosemary', 'Jasmine', 'Ylang Ylang', 'Geranium', 'Lavender', 'Angelica Root', 'Black Plum', 'Indian Vetiver', 'Oakmoss', 'Hay', 'Amber', 'Benzoin', 'Sandalwood', 'Virginian Cedarwood', 'Musk', 'Tobacco']"
Oud for Greatness,Initio Parfums,4,"['Lavender', 'Saffron', 'Nutmeg', 'Natural Oud Wood', 'Natural Agarwood oil', 'Patchouli', 'Muscs']"
Fougere Platine,TOM FORD Private Blend,0,"['Bergamot', 'clary sage', 'lavender', 'basil', 'artemisia', 'olibanum', 'Spanish labdanum', 'honey', 'cedar', 'tobacco', 'woody notes Click Here For Ingredients Ã\x97Close Fougere Platine by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Hyde,Hiram Green Perfumes,3,"['Lemon', 'bergamot', 'birch tar', 'acacia', 'cistus labdanum', 'malt', 'vanilla', 'oakmoss']"
Red Square,Mad et Len,3,"['padauk wood', 'red frankincense', 'musk']"
Noir Encens,Mad et Len,5,"['amber', 'frankincense', 'tonka bean']"
Changing Constance,Penhaligons,5,"['Cardamom', 'pimento', 'salted butter', 'caramel', 'tobacco', 'vanilla', 'cashmeran']"
Kampuchea,Xerjoff - XJ Oud Attars,4,['Pure Cambodian oud']
And The World Is Yours,A Lab on Fire,5,"['Neroli', 'cumin', 'orange blossom absolute', 'rose', 'heliotrope', 'sandalwood', 'vanilla pod CO2', 'tonka absolute', 'tolu balsam']"
But Not Today,UNUM,3,"['Metal', 'lily', 'jasmine', 'leather', 'castoreum', 'carnation', 'animal notes']"
Violon Basse 16,Filippo Sorcinelli - SAUF,3,unknown
Unda Maris 8,Filippo Sorcinelli - SAUF,3,unknown
L'Heure Exquise 2020,Bortnikoff,4,"['Bergamot', 'neroli', 'cardamom', 'champaca', 'champaca leaf', 'jasmine', 'attar motia', 'cedar', 'cacao', 'clove', 'camphor', 'nagarmotha', 'myrrh', 'Vietnamese oud roots', 'Indonesian oud', 'styrax', 'tolu balsam', 'ambergris']"
Southern,Goldfield & Banks,2,"['Tasmanian boronia', 'cassis', 'mandarin', 'ylang ylang', 'jasmine', 'iris', 'vetiver', 'sandalwood', 'amber', 'musk']"
I Am Trash,Etat Libre d'Orange,1,"['bitter orange', 'apple', 'lemongrass', 'tangerine', 'rose', 'Iso E Super', 'wild strawberry', 'Atlas cedar', 'Sandalore', 'Akigalawood']"
Noble,Clive Christian,3,"['petitgrain', 'bergamot', 'basil', 'cypress', 'clove', 'ginger', 'nutmeg', 'amber', 'oakwood', 'cedar']"
Champ de Fleurs,L'Artisan Parfumeur,1,"['grapefruit', 'pear', 'jasmine', 'lily of the valley', 'cedar', 'musk', 'amber']"
Pavillon Rouge,Jovoy Paris,5,"['Spices', 'sesame', 'whisky', 'rum', 'coffee', 'tobacco', 'tea', 'leather', 'vanilla', 'ebony wood', 'benzoin']"
Forty Thieves,Fort & Manle,5,"['Bergamot', 'pink pepper', 'petitgrain', 'incense', 'labdanum', 'papyrus', 'rose', 'honey', 'orange blossom', 'amber', 'sandalwood', 'oud', 'vanilla', 'balsam']"
Love & Crime,Ex Idolo,5,"['Red mandarin', 'classic feminine florals', 'baking sugar', 'star anise', 'natural cocoa', 'vanilla sponge cake']"
Dark Lord,By Kilian,3,"['Bergamot', 'sichuan pepper', 'bourbon pepper', 'davana', 'rum', 'jasmine', 'vetiver', 'cypriol', 'cedar', 'patchouli']"
Princesses de Malabar,Lubin,2,"['Cotton flower', 'bergamot', 'peach flesh', 'white magnolia', 'Arabian jasmine', 'Nosy Be ylang ylang', 'white musk', 'iris powder', 'sandalwood', 'sweet amber', 'tonka bean']"
Liquid Illusion,Juliette Has a Gun,5,"['Heliotropin', 'almond', 'iris absolute', 'irone', 'iracine', 'tuberose', 'tonka', 'benzoin', 'amber', 'musk']"
Love Tuberose,Amouage,1,"['tuberose', 'jasmine', 'gardenia', 'whipped cream', 'vanilla', 'sandalwood', 'cedar']"
Tonka 25,Le Labo,1,"['Atlas cedar', 'orange flower absolute', 'tonka bean absolute', 'styrax', 'musks']"
Power of 10 Limited Edition- Molecule 02,Escentric Molecules,3,['Ambroxan']
A Rose For...,Floris London,1,"['Darjeeling tea', 'incense', 'cassis', 'red rose', 'orris', 'oud', 'sandalwood', 'patchouli', 'vanilla']"
Ruby,Bruno Acampora,5,"['Dark chocolate', 'rose', 'red berries', 'pink pepper', 'musk']"
Ruby,Bruno Acampora,5,"['Dark chocolate', 'rose', 'red berries', 'pink pepper', 'musk']"
Percival,Parfums de Marly,3,"['Bergamot', 'mandarin', 'aromatic notes', 'jasmine', 'violet', 'geranium', 'lavender', 'pink pepper', 'coriander', 'cinnamon', 'musk', 'woody notes', 'spices', 'pepper', 'nutmeg', 'tonka']"
Vetiverissimo,Bruno Fazzolari,3,"['spice', 'vetiver', 'cedar', 'resins', 'woods']"
Lucid Dream,Ex Idolo,3,"['Pink pepper', 'davana', 'smoky osmanthus', 'rose', 'incense', 'white patchouli']"
Flash Back In New York,Olfactive Studio,3,"['Cumin', 'clary sage', 'white linen', 'saffron', 'violet', 'Tuscan leather', 'jasmine', 'birch', 'papyrus', 'vetiver', 'tonka bean']"
Woody Mood,Olfactive Studio,3,"['bergamot', 'ginger', 'clary sage', 'saffron', 'sequoia', 'spikenard (jatamansi)', 'black tea', 'incense', 'patchouli', 'leather', 'styrax', 'cacao']"
Kings,Shay & Blue,3,"['pineapple', 'fern', 'Sichuan pepper', 'oak', 'leather']"
Cuir Celeste,Ex Nihilo,3,"['Black pepper', 'violet leaf', 'galbanum', 'ambrette', 'osmanthus', 'patchouli', 'cypriol', 'akigalawood']"
EO No. 1 EdP,Ensar Oud,4,"['rose', 'oud', 'leather', 'tobacco', 'tea']"
Tyrannosaurus Rex,Zoologist,3,"['Bergamot', 'black pepper', 'fir', 'laurel leaf', 'neroli', 'nutmeg', 'champaca', 'geranium', 'jasmine', 'osmanthus', 'rose', 'ylang', 'resins', 'cade', 'cedar', 'civet', 'frankincense', 'leather', 'patchouli', 'sandalwood', 'vanilla']"
Remember Me,Jovoy Paris,5,"['Bergamot', 'lemon', 'cardamom', 'tea', 'frangipani', 'ginger', 'milk', 'woody notes', 'cedar', 'vanilla']"
Le Participe Passe,Serge Lutens,3,"['Egyptian balsam', 'resins', 'caramel', 'cumin', 'leather', 'patchouli']"
Santal Nabataea,Mona di Orio,3,"['black pepper', 'black currant leaf', 'apricot', 'nerium oleander', 'opoponax', 'Australian santalum album sandalwood', 'Indian sandalwood', 'coffee']"
Tokyo,Gallivant,3,"['Yuzu', 'bergamot', 'black pepper', 'cardamom', 'wasabi accord', 'hinoki', 'cedarwood', 'nutmeg', 'iris', 'rose', 'incense', 'sandalwood', 'vetiver', 'patchouli', 'musk', 'amber']"
34 Boulevard Saint Germain EDP,Diptyque,3,"['Pink pepper', 'sandalwood', 'vanilla', 'tonka']"
Hemingway,Masque Milano,3,"['Ginger', 'rhubarb', 'vetiver heart LMR', 'Haitian vetiver', 'Java vetiver', 'cedar', 'patchouli', 'leather']"
Viking,Creed,3,"['Bergamot', 'lemon', 'pink peppercorn', 'black pepper', 'rose', 'peppermint', 'sandalwood', 'vetiver', 'patchouli', 'lavandin absolute']"
Geisha Botan -,Aroma M,5,"['Peony', 'rose', 'sandalwood', 'vanilla', 'velvet woods', 'oakmoss', 'musk']"
Mizu,Di Ser,3,"['Japanese yuzu (Citrus junos)', 'spearmint', 'paper pink', 'cardamom', 'rosewood', 'vetiver']"
Imperial Crown,Thameen,3,"['Elemi', 'black pepper', 'pink pepper', 'Somali frankincense', 'leather', 'patchouli', 'gaiac']"
Sceptre,Thameen,2,"['Coriander', 'cloves', 'pink peppercorn', 'peach', 'wisteria', 'ylang-ylang', 'patchouli', 'amber', 'ambergris', 'myrrh', 'benzoin']"
